last_step,rcp_number,rcp_name,rcp_method,rcp_keyword,rcp_allergy,rcp_type,rcp_ingredient,rcp_ingredient_cnt,rcp_cooktime,rcp_picture
6,930,만두투움바,볶음,손님접대,가공식품류,면/만두,[필수재료] 냉동만두 | 채썬양파 | 다진마늘 | 브로콜리 약간 | 올리브유 | 파슬리가루 약간 | 소금 약간 [투움바소스재료] 송송썬쪽파 | 송송썬홍고추 | 생크림 | 우유 | 고춧가루 | 간장 | 맛술 | 후추 약간,15,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/af43d41a3897dc2920b26a80ae7de6c31.png
5,931,해물라이스그라탕,볶음,손님접대,해물류,양식,[재료] 오징어다리 | 칵테일새우 | 다진 청피망 | 다진 당근 | 다진 양파 | 찬밥 | 청주 | 모짜렐라치즈 적당량 | 파슬리가루 약간 [양념] 소금 약간 | 후추 약간,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/15/26d871be2dbf95809d333da417941c54.jpg
3,932,오렌지손질,기타,일상,과일류,기타,[재료] 오렌지,1,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/f834dfb54b97951b05a153f84ddfd444.jpg
5,933,게맛살오이롤,기타,초스피드,채소류,샐러드,[재료] 오이 | 소금 조금 | 빨강파프리카 | 노랑파프리카 | 크래미 [양념] 케챂 | 마요네즈 | 꿀,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/25/48475a8788fb93fc497aba7973bf6cb41.jpg
6,934,부추스팸덮밥,볶음,초스피드,가공식품류,밥/죽/떡,[재료] 통조림햄(참치.돼지고기.등도 가능) | 부추 | 간장 | 고춧가루 | 설탕. | 굴소스 | 다진마늘 | 청양고추~ | 참기름 | 깨,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/13/a307ea8aeb9216fb3aad8cb30a6e05211.jpg
8,935,총각김치비빔밥,비빔,일상,채소류,밥/죽/떡,[재료] 총각김치 | 달걀지단(흰자&노른자)채썰은것 | 오이 | 통깨 | 따뜻한밥 | 고추장 | 참기름,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/27/ff4a03d82ddfcc1918e090c3979de62f1.jpg
4,936,고추치즈라면,끓이기,일상,가공식품류,면/만두,[재료] 라면 | 계란 | 청양고추 | 치즈,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/08775dea390133bdef0b40e5c00087af1.jpg
13,937,하트달걀말이,부침,일상,달걀/유제품,밑반찬,[재료] 달걀 | 당근 | 부추 | 소금,4,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/14/3c49d8ff4706489411f61070a855a6f51.jpg
8,938,석류,기타,기타,과일류,기타,[재료] 석류 적당량,1,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/10/947dc01e771b2e131bbcb98f3c5fc6d31.jpg
5,939,파채라면,끓이기,일상,가공식품류,면/만두,[재료] 라면 | 대파 [양념] 된장 | 고춧가루 | 설탕 | 참기름 | 통깨 조금 | 식초,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/12/9453ab918c31d4d3c33cedfd12c94e54.jpg
4,940,밥샌드위치,기타,일상,밀가루,밥/죽/떡,[재료] 밥 | 빵 | 김치 약간 | 애호박 약간 | 새송이버섯 약간 | 피망 약간 | 식용유 약간 | 마요네즈 | 고추장. [양념] 소금 약간 | 후추 약간,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/f8c5b8c3b6e74b5a1fc7b8376969d352.jpg
10,941,문어소세지,데치기,도시락,가공식품류,기타,[재료] 소세지 | 치즈 | 검은깨,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/30/d2d624050b3dc0050a9c2a257e544a691.jpg
9,942,고추장파스타,볶음,일상,가공식품류,면/만두,[재료] 스파게티면 | 새우 | 소세지 | 양파 | 새송이버섯 | 청양고추 [소스] 토마토 | 설탕 | 다진마늘 | 고추장 | 토마토케찹 | 후춧가루 조금 [육수] 물 | 치킨스톡() [새우 밑간] 생강술 | 허브소금 조금,16,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/11/21/e166b6cc66d9189ee43cc5acafc176841.jpg
8,943,코울슬로샐러드,비빔,일상,채소류,샐러드,[재료] 양배추 | 양파 | 파프리카 | 콘옥수수 [소스] 올리브오일 | 설탕 | 소금 | 식초 | 마요네즈 | 파슬리가루,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/0639c7332fed320e88996229b56605321.jpg
5,944,포도젤리,끓이기,간식,과일류,디저트,[재료] 포도 | 한천가루,2,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/17/f1848f27d7eaf9bc52287c548303f5d91.jpg
5,945,모짜렐라치즈토스트,굽기,간식,달걀/유제품,빵,[재료] 식빵 | 모짜렐라치즈 | 연유,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/16/8a69a55121d74b7b6686b04827e39db71.jpg
5,946,말차라떼,끓이기,일상,달걀/유제품,차/음료/술,[재료] 우유 | 녹차가루 | 아가베시럽 취향껏,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/22/c8de11796bf222550e1044630859c03e1.jpg
8,947,해산물토마토파스타,볶음,일상,해물류,면/만두,[재료] 홍합 | 새우 | 마늘 | 양파 | 청량고추 | 파스타면 | 시판 토마토소스~,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/3238de7dc34b64abdd4254cbcc620fe31.jpg
4,948,마늘버터새송이버섯,기타,일상,버섯류,기타,[재료] 새송이버섯 | 소금 [소스] 버터 (전자레인지에 녹여) | 간마늘 | 진간장.,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/3cf049e1aa647c97fc139a16e2134f791.jpg
5,949,치즈누룽지주먹밥,굽기,일상,쌀,밥/죽/떡,[재료] 밥 | 조미김 | 참기름 | 통깨 | 소금 | 모짜렐라 치즈 | 식용유 조금,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/60e172ff8e0f2781c24524a4460236eb1.jpg
7,950,마늘새우볶음밥,볶음,일상,해물류,밥/죽/떡,[재료] 밥 | 달걀 | 칵테일새우 | 마늘 [양념] 굴소스 | 기름 | 통깨 약간 | 맛술 | 들기름 | 토마토케첩 약간,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/10/fa9921861e964d4a4827140134521bb71.jpg
4,951,고구마컵케익,굽기,간식,밀가루,빵,[재료] 삶은고구마 | 우유 | 땅콩분태 | 꿀 | 오디잼 적당량 | 스폰지케익 적당량 [시럽] 물 | 설탕,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/02/d8f2ca29514b84488928d7e2848f2e231.jpg
4,952,상추주먹밥,기타,다이어트,쌀,밥/죽/떡,[재료] 상추 | 밥 | 참기름 | 후라가께 | 고추참치,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/e1e90bf85b8109baa9356ed27ef296b41.jpg
6,953,계란빵토스트,굽기,일상,밀가루,빵,[재료] 식빵 | 계란 | 슬라이스치즈 | 땅콩버터,4,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/b69e099545f7cac4426cc78cd790b3bc.jpg
10,954,커피,기타,일상,기타,차/음료/술,[재료] 커피원두 | 뜨거운물,2,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/12/17/b91c1c13f03f2c227646692f635e471b1.jpg
5,955,사과식빵롤,굽기,간식,밀가루,빵,[재료] 사과 | 우유식빵 | 랩 [양념] 야채쨈 적당량,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/cbcdf41868f923fe7fff3a9b1a7763d31.jpg
11,956,순두부계란볶음,볶음,초스피드,달걀/유제품,메인반찬,[재료] 순두부 | 계란 | 대파 | 청양고추 생략가능 | 굴소스.~ | 간장 | 참기름 약간,7,5,https://recipe1.ezmember.co.kr/cache/recipe/2021/12/21/64c2739922a2c408967d85a31bb700b51.jpg
6,957,블루베리요거트스무디,기타,간식,과일류,차/음료/술,[재료] 블루베리 | 플레인요거트 | 얼음 | 꿀,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/17/bf65d55432e9decabcf2acd4398dd2e81.jpg
6,958,차돌된장국수,끓이기,일상,소고기,면/만두,[재료] 오뚜기사골육수 | 물 | 된장 | 익은김치 | 고추가루 | 차돌 또는 등심 | 국수면 | 땡초,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/07/18/4d596b18ffffc72e3b3e0619a8919d6a1.jpg
9,959,고구마달걀토스트,굽기,간식,달걀/유제품,빵,(찐고구마+우유+올리고당) | 달걀 | 식빵 | 체다치즈 | 햄 | 케찹 | 마요네즈 | 시럽,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/13/0aac3351e514b1d86aff17a90d6461281.jpg
8,960,양파돈가스덮밥,끓이기,일상,돼지고기,밥/죽/떡,[재료] 돈가스 | 양파 | 달걀 | 간장 | 맛술 | 설탕 | 물 | 밥,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/01/0a2eb3ed190f9d7928674d1e44e1b50e1.jpg
5,961,들깨만두전골,끓이기,일상,가공식품류,국/탕,[재료] 냉동만두 | 팽이버섯 | 애느타리버섯 | 채썬 양파 | 다진마늘 | 다시마 끓인물+ | 국간장+ | 들깨가루 | 곱게 어슷썬 대파,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/af63e0276e17fc3d3048dfe70af5aa3c1.jpg
5,962,토마토해물리조또,끓이기,일상,해물류,밥/죽/떡,[재료] 현미밥+ | 오징어 | 칵테일새우 | 표고버섯 | 마늘 | 양파 [소스] 시판토마토소스 | 두유 | 화이트와인 | 바지락육수+,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/dbe25d45bd9ced4c89c674bfddef5791.jpg
5,963,애호박두부젓국찌개,끓이기,일상,채소류,찌개,[재료] 애호박 | 두부 | 새우젓 | 대파 | 멸치,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/31/4ea0103a27e23984d410a179d87b6c521.jpg
3,964,쇠고기채소덮밥,끓이기,초스피드,소고기,밥/죽/떡,[재료] 소불고기 | 채소류 | 래디쉬피클 | 연근피클 [양념] 발사믹크림소스 [쇠고기 불고기 양념] 조선간장 | 다진파 | 대파 약간 | 후추 약간 | 들기름 | 양파,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/2789245ab28783c70916ac4a1e969e73.jpg
5,965,소시지오믈렛,굽기,일상,달걀/유제품,양식,[재료] 후랑크소시지 | 감자 | 달걀 | 생크림. | 양송이버섯 | 양파 | 파프리카 | 치즈 [양념] 허브소금 약간 | 소금 약간 | 식용유 적당량.,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/373bd0c96eb8ac11249b0eefc0ff1758.jpg
10,966,식빵그라탕,굽기,간식,채소류,양식,[재료] 식빵 | 양파 | 당근 조금 | 꽈리고추 | 옥수수캔 | 닭가슴살캔 | 계란 | 우유 | 치즈 | 식물성오일 [양념] 소금 | 후추,12,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/79909033cac0261c76e92b73f82601c3.jpg
10,967,바질파스타,볶음,손님접대,채소류,면/만두,[필수재료] 스파게티면 | 바질페스토+ | 편마늘 | 페페론치노 | 올리브오일 | 소금 약간 | 후추 약간 | 파마산 치즈가루,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/02/d28dc6adc8232a535821692fefde46611.jpg
5,968,애호박양념구이,굽기,일상,채소류,밑반찬,[재료] 애호박 | 포도씨유 약간 | 잔파 [양념] 간장 | 고추가루 | 참기름 | 참깨,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/16/2629d8958f99843714b7bc27a110aad9.jpg
7,969,연어비빔밥,비빔,초스피드,해물류,밥/죽/떡,[재료] 생연어 넣고싶은만큼 | 상추 | 깻잎 | 흰쌀밥 [양념] 참기름 취향껏 | 초장 넣고싶은만큼 | 깨소금 조금,7,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/09/dd611e92845d5a3a454d0d18c69292701.jpg
6,970,새우샐러드,기타,초스피드,해물류,샐러드,[재료] 새우 중하~ | 샐러드야채 | 양파 | 방울토마토 | 제철과일 취향껏 [양념] 참깨 | 땅콩 | 땅콩버터 | 식초 | 설탕 | 물 | 간장 | 연겨자 약간 | 마요네즈 | 양파 | 사과,16,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/29/41e6ea5b0fcee68dceced4f0bb5acda0.jpg
7,971,게맛살볶음밥,볶음,초스피드,달걀/유제품,밥/죽/떡,[재료] 크래미- | 대파 | 굴소스 | 계란,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2020/03/18/97750020ffb1b53c8158548e63932f641.jpg
10,972,냉콩나물국,끓이기,초스피드,채소류,국/탕,[재료] 콩나물 | 다시팩(가스오부시등) | 소금 아주약간 | 얼음 몇개,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/22/e9db28e1216d0d218d45cae9dc69731e1.jpg
5,973,맛살계란국,끓이기,일상,달걀/유제품,국/탕,[재료] 대파 | 다시마 멸치육수 | 국간장 | 맛살 | 계란 | 후추 약간,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/27/3927aaa06f50103f02ce79c00e9becac1.jpg
10,974,두부국수,끓이기,야식,콩/견과류,면/만두,[재료] 멸치육수 | 소면 | 두부 | 팽이버섯 | 김 약간 [양념] 다진마늘 | 간장 | 고춧가루 | 참기름 | 청양고추,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/d1d2b19d1a839229802eff66ff99e67d.jpg
4,975,블루베리요구르트,기타,간식,달걀/유제품,차/음료/술,[재료] 블루베리 | 플레인요구르트 | 우유 | 토핑용블루베리 | 뮤즐리 약간 [양념] 꿀,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/15/f37ff5b0db4489356bd957d09bb7a007.jpg
6,976,햄볶음밥그라탕,굽기,영양식,쌀,양식,[재료] 밥 | 리챔 | 큐브참치 | 브로컬리 | 당근 | 미니 파프리카 | 양파 | 옥수수알갱이 | 체다치즈 | 피자치즈 서너줌 [양념] 굴소스 | 참기름 | 통깨 | 식용유 적당량 | 파슬리가루 약간,15,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/39614f67279a0b0a63ea44f107a1ee1a.jpg
6,977,딸기치즈카나페,기타,손님접대,과일류,샐러드,[재료] 야채샐러드 | 딸기 | 치즈 | 유자청 | 아몬드슬라이스 | 카우치즈 | 양상추 | 참크래커,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/584ff8de7cb488afece955449dc00bf8.jpg
6,978,소시지꽃주먹밥,기타,도시락,가공식품류,밥/죽/떡,[재료] 소시지 | 밥 | 후리가케 | 참기름,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/01/f438c87b581170cd4a7e69b98aa6c1ea1.jpg
7,979,누룽지계란탕,끓이기,일상,곡류,국/탕,[재료] 누룽지 | 애호박(잘게 다진것) | 당근(잘게 다진것) | 대파(잘게 다진것) | 멸치다시백 | 계란 [간] 소금,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/27/c3bca411fbfa8074b8d9cde385ead0951.jpg
6,980,계란초,삶기,다이어트,달걀/유제품,기타,[재료] 계란 | 오이 조금 | 당근 조금 [양념] 초고추장 조금 | 통깨 조금,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/26/d62fbae850e7ce54baaed8cde3ab50901.jpg
3,981,김치감자샐러드,삶기,다이어트,채소류,샐러드,[재료] 신김치 | 감자 | 양파 | 당근 | 대파 조금 [소금물 재료] 물 | 소금 [마요네즈 소스] 마요네즈 | 참기름+ | 통깨,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/01/96c325e44d9163b59ebf275b611415fa.jpg
9,982,양배추피자,굽기,다이어트,채소류,기타,[재료] 양배추 | 파프리카 | 양파 | 햄 | 올리브 취향것 | 치즈 | 올리브유 | 계란 [양념] 소금,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/10/31dd98b66c56e0811f54bc8f3a7d87da1.jpg
5,983,불고기볶음밥,볶음,초스피드,소고기,밥/죽/떡,[재료] 소불고기 | 대파 | 들기름 | 밥,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/07/44832b3f32322c75b0a5eacc9ee16a221.jpg
4,984,굴비빔밥,비빔,일상,해물류,밥/죽/떡,[재료] 생굴 | 밥 | 미나리(쑥갓/쌈배추등) [간장양념] 맛간장 | 고추냉이 | 미림 | 후추 약간,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/4709b315d68e195d28bb5986fa2eaa6c.jpg
6,985,두유파스타,볶음,일상,밀가루,면/만두,[재료] 스파게티면 | 체다슬라이스 치즈 | 두유 | 브로콜리 | 마늘~ | 올리브유 [양념] 소금 | 후춧가루,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/12/97cd353fe77f049bac0a5776b895f7f01.jpg
4,986,야채주먹밥,볶음,도시락,채소류,밥/죽/떡,[재료] 밥 | 당근 | 양파 | 피망 [양념] 소금 약간 | 후추 약간 | 굴소스 약간,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/12bfc3a9bb54386bd06c587dd717436c.jpg
14,987,오징어부추부침개,부침,일상,채소류,디저트,[재료] 부추 | 오징어 | 양파 | 부침가루+ | 물 | 계란 | 천일염 | 식용유,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/6c8dbe46d200cf6ee7184fc2604ece2d1.jpg
4,988,닭가슴살아보카도토마토구이,굽기,일상,닭고기,메인반찬,[필수재료] 닭가슴살 | 작은 크기 토마토 | 작은 크기 아보카도 | 둥글게 썬 레몬 | 소금 | 후추 적당량 | 올리브오일,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/15/f46a7d7877cb43f767b5f2c3f2efc5b81.jpg
8,989,자몽주스,기타,다이어트,과일류,차/음료/술,[재료] ?자몽 | 얼음 | 물(탄산수) [양념] 아가베시럽(꿀),4,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/06/b01e7016bf60bb3b42d8373f0072e4ac1.jpg
6,990,자몽손질,기타,간식,과일류,기타,[재료] 스위티 | 자몽,2,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/609cb6bf4d382e7bc523d356b54da186.jpg
6,991,베이컨햄야채볶음밥,볶음,초스피드,쌀,밥/죽/떡,[재료] 햇반(즉석밥) | 브로컬리 | 소세지 | 베이컨 | 버섯 | 마늘 조금 | 대파 조금 | 굴소스 | 간장 | 후추 조금,10,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/17/6364f6c6499cf3070fe291fc0efdf13a1.jpg
5,992,아보카도연어샌드위치,기타,일상,밀가루,빵,[재료] 식빵 | 훈제연어 슬라이스 | 오이 | 크랜베리 약간 [양념] 홀그레인 머스타드 | 아보카도 스프레드,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/851e167faadd311137361b84b97512611.jpg
4,993,백합조개미역국,끓이기,일상,해물류,국/탕,[재료] 미역 | 백합조개 기호 | 쌀뜬물 [양념] 참치액 | 국간장 | 다진마늘 | 소금 약간,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/d8fc05359da68c077c42d746b56f38c31.jpg
6,994,귤초밥,기타,손님접대,과일류,밥/죽/떡,[재료] 초밥 | 귤 | 애호박 [양념] 소금 | 후추,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/db84605ea39b826a36d594f3f1e1af1d.jpg
12,995,감자미음,끓이기,이유식,채소류,밥/죽/떡,[재료] 쌀가루(쌀) | 감자 | 물,3,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/03/456c624382ab0bd5b8e5753abf710eb31.jpg
8,996,링떡볶이,끓이기,일상,가공식품류,밥/죽/떡,[링떡볶이] 떡볶이떡 | 어묵 | 양파 | 파 | [참추김밥] | 참치 | 청고추 | 게맛살 | 오이 [링떡볶이 양념] 멸치육수+ | 고추장+ | 간장 | 설탕 | [참추김밥 양념] | 고추장 | 다진파 | 다진마늘 | 고추장 | 설탕 | 물엿 | 마요네즈 | 케찹,24,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/31/d354b7ee3c8f298caa411ecd40271923.jpg
7,997,ABC쥬스,기타,일상,채소류,차/음료/술,[재료] 사과 | 당근 | 비트 | 물 등,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/23/a7c2317ab46242083e946ecad56cadb61.jpg
6,998,야채달걀스크램블,볶음,이유식,육류,양식,[재료] 쇠고기 | 양송이 | 브로콜리 | 양파 | 달걀 | 우유 | 참기름 약간,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/c8531c9226407eb95048948ed50ce864.jpg
8,999,데리야끼치킨덮밥,볶음,도시락,닭고기,밥/죽/떡,[재료] 밥 | 치킨(닭가슴살) 조금 | 양배추 조금 | 양파 조금 | 계란~ | 전분물 조금 | 김 조금 [양념] 간장~ | 설탕 조금 | 다진마늘 조금 | 후추 조금 | 깨소금 조금 | 참기름 조금 | 물 조금,14,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/28/3fae3f29164df1f20c90dbaa9f86ad081.jpg
4,1000,마늘버터빵,굽기,간식,밀가루,빵,[재료] 식빵(두꺼운 것) | 슬라이스 치즈 [양념] 버터 | 마요네즈 | 다진마늘 | 설탕 | 소금 약간 | 파슬리 가루 약간,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/b22d484327fd668df8bfcc5c23b203b1.jpg
8,1001,식빵푸딩,굽기,간식,밀가루,디저트,[재료] 식빵+ | 우유 | 계란 | 건포도(또는 블루베리) 조금 | 모짜렐라치즈 조금(선택) [양념] 설탕.,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/9c1297a4e4bcd7c840f25432ac42437c.jpg
7,1002,카페모카,끓이기,일상,달걀/유제품,차/음료/술,[재료] 에스프레소 shot | 초코소스 | 우유 [양념] 생크림 취향껏 | 초코소스 취향껏,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/26/88e1b34ed8bc64ef3cc885b8186aaca4.jpg
5,1003,가락국수,끓이기,일상,밀가루,면/만두,[필수재료] 칼국수 [육수재료] 디포리 멸치 | 양파 | 무 | 건고추 | 통마늘 | 통후추 약간 | 물 [맛간장재료] 국간장 | 맛술 | 다진 마늘 | 다진 생강 [토핑재료] 유부 | 대파 | 쑥갓 | 김가루 약간 | 깨소금,17,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/24/d3fb41a0eb6151ecf81bd90a379536151.jpg
5,1004,깻잎보관,기타,기타,채소류,기타,[재료] 깻잎 | 지퍼팩,2,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/28/f93aee8f9f7abc9e05fff6b392cf77881.jpg
6,1005,우동볶이,볶음,일상,밀가루,면/만두,[재료] 우동사리 | 대파 | 어묵 | 양배추 | 간장 | 고추장 | 고춧가루 | 설탕,8,5,https://recipe1.ezmember.co.kr/cache/recipe/2020/03/26/ab12201fda78b7e9d8a2fcd789058e6c1.jpg
4,1006,게살볶음밥컵밥,볶음,일상,가공식품류,밥/죽/떡,[재료] 게살볶음밥 | 달걀 | 베이비채소 | 파프리카 | 토마토 조금,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/34c856a52e35f847a44e2896f058d13a.jpg
6,1007,데리야끼닭가슴살스테이크,굽기,초스피드,닭고기,양식,[재료] 닭가슴살 | 양파 | 대파 약간 [양념] 데리야끼소스 | 후추 약간 | 소금(혹은허브솔트) 약간 | 맛술,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/02/9e51cc593256253ec5ce4c2725add7b21.jpg
4,1008,해물짜장볶음밥,볶음,일상,해물류,밥/죽/떡,[재료] 돼지고기 | 양파 | 애호박 | 새우 | 낙지 | 밥 | 계란 | 매운고추 [양념] 짜장파우더,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/12/fef7f87f2915e69f14c3f893fd6925b8.jpg
6,1009,고추참치치즈밥,기타,초스피드,가공식품류,밥/죽/떡,[필수재료] 고추참치 | 밥 | 옥수수콘 | 달걀 | 볶은 김치 | 모짜렐라치즈 | 참기름 약간,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/22/7fc8b81cda7d8678536832804a4324f41.jpg
5,1010,소세지볶음밥,볶음,초스피드,가공식품류,밥/죽/떡,[재료] 밥 | 소세지 | 대파 | 식용유 | 간장 | 고춧가루,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/f4a502a35eefac4184a7dd73a12d7d401.jpg
6,1011,컵빙수,기타,간식,가공식품류,디저트,[필수재료] 우유 | 연유 | 연유 | 브라우니 | 초코과자(오레오) | 휘핑크림 취향껏 | 초코시럼 취향껏 [선택재료] 애플민트 약간,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/23/85a06cd4f34cadbd3aacf20073ee230a1.png
5,1012,참치치즈토스트,굽기,초스피드,밀가루,빵,[재료] 식빵 | 참치 | 체다치즈 | 파슬리가루 약간 [양념] 마요네즈 약간 | 케첩 약간,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/03/1dc2e97e9c059a1a6cd66a235cdc889b1.JPG
11,1013,홍게라면,끓이기,일상,해물류,면/만두,[재료] 익힌 홍게 | 라면 | 대파 약간 | 불린미역 약간 | 물 [양념] 된장 | 고추가루. | 국간장,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/17/dd860254d6a98320238ae7e3026d4cda1.jpg
5,1014,만두라면,끓이기,일상,가공식품류,면/만두,[재료] 만두~ | 라면 | 물 | 쪽파 조금,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/fdd8f0a6a09408ec5882b65098e7624f1.jpg
6,1015,야키소바볶음라면,볶음,일상,가공식품류,면/만두,[재료] 양배추 | 베이컨 | 양파 | 마늘 | 라면사리 | 계란 [양념] 설탕. | 간장 | 우스터소스 | 다진 마늘. | 후춧가루 약간,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/02/3dbe8e451bc3d9ec5034f6920a7f49f01.jpg
4,1016,양송이볶음,볶음,일상,버섯류,밑반찬,[재료] 양송이 큰거 | 양파 작은거 [양념] 굴소스 | 소금 조금 | 후추 톡 | 통깨 조금 | 카놀라유(종류관계없어요),7,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/16/d6c637f6c9246888001566d28e2acb551.jpg
5,1017,어묵볶음꼬마김밥,볶음,일상,가공식품류,밥/죽/떡,[재료] 김밥단무지(무피클) | 사각어묵 | 식용유 | 참기름 | 통깨 | 양념장 [양념장] 고춧가루 | 고추장 | 맛간장 | 맛술 | 조청 | 다진마늘,12,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/14/c80f95a50f265b94ef61a661af268e7e1.jpg
4,1018,간장계란국수,비빔,초스피드,가공식품류,면/만두,[재료] 소면 | 대파 | 달걀 노른자 [양념] 설탕 | 간장 | 참기름 | 다진마늘 | 참깨,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/181632758627d2bc2320c40459ad2a851.jpg
11,1019,깻잎새우삼각밥,부침,도시락,해물류,밥/죽/떡,[재료] 손질한 새우 | 깻잎 | 밥 | 다진당근 | 다진대파 | 다진청양고추 | 밀가루 | 달걀 | 포도씨유 [양념] 저염 맛간장,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/08/06/511c2911497dff95c5126726bfec74751.jpg
